ค่าย,ประเภทแพ็กเกจ,ชื่อแพ็กเกจ, ค่าบริการ ,หน่วยราคา,โทรในเครือข่าย,โทรนอกเครือข่าย,เงื่อนไขโทร,ปริมาณเน็ต,ความเร็วเน็ตสูงสุด,Wifi,ส่วนเกินค่าโทรในเครือข่าย,ส่วนเกินค่าโทรนอกเครือข่าย,ส่วนเกินค่าเน็ต,SMS,MMS,ส่วนเกินSMS ,ส่วนเกินMMS ,ของแถม,เงื่อนไขเพิ่มเติม,Type,price,baht,call,min,netcapacity,gb,speed,mbps
AIS,แพ็กเกจเสริม,เน็ตไม่จำกัด ความเร็ว 314 Kbps,27,บาท,ไม่จำกัด,-,,-,314 Kbps,-,-,1 บ./นาที,-,-,-,-,-,-,"ใชได้นาน 1 วัน, โทรฟรีครั้งละไม่เกิน 60 นาที",4G/3G,27,,0,,0,,0.314,
AIS,แพ็กเกจเสริม,WiFi 1 ชม.,9,บาท, - , - ,, - , - ,AIS Super WiFi (1 ชม.), - , - , - , - , - , - , - , - ,ใชได้นาน 1 วัน,4G/3G,9,, -   ,,0,, -   ,
AIS,แพ็กเกจเสริม,WiFi 5 ชม.,19,บาท, - , - ,, - , - ,AIS Super WiFi (5 ชม.), - , - , - , - , - , - , - , - ,ใชได้นาน 1 วัน,4G/3G,19,, -   ,,0,, -   ,
AIS,แพ็กเกจเสริม,WiFi 24 ชม.,29,บาท, - , - ,, - , - ,AIS Super WiFi (24 ชม.), - , - , - , - , - , - , - , - ,ใชได้นาน 1 วัน,4G/3G,29,, -   ,,0,, -   ,
AIS,แพ็กเกจเสริม,"WiFi ต่อเนื่อง
ไม่จำกัด",99,บาท, - , - ,, - , - ,AIS Super Wifi (ไม่จำกัด), - , - , - , - , - , - , - , - ,ใชได้นาน 30 วัน,4G/3G,99,, -   ,,0,, -   ,
AIS,AIS Fibre,eSports Package,990,บาท/เดือน,-,-,,-,500 Mbps,-,-,-,-,-,-,-,-,"ฟรีค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, สิทธิ์ยืม Dual Band Wi-Fi Router จำนวน 2 เครื่อง มูลค่า 4,000 บาท, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท","รับ Public IPv4 เพิ่มประสิทธิภาพการเล่นเกมได้สปีดเต็มทั้ง 2 ท่อ แม้ใช้ในเวลาเดียวกันปล่อยสัญญาณ WiFi คนละช่อง ทำให้ไม่กวนกันแยก IP Address คนละชุด ทำให้สัญญาณเน็ต วิ่งเส้นทางที่สั้นที่สุด ไปยัง Game Server ยอดนิยมเพื่อประสบการณ์ที่ดีที่สุดในการเล่นเกม อาทิเช่น, เพิ่ม 100 บ./เดือน ได้กล่อง AIS PLAYBOX",,990,,0,,0,,500,
AIS,AIS Fibre,eSports Package,890,บาท/เดือน,-,-,,-,300 Mbps,-,-,-,-,-,-,-,-,"ฟรีค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, สิทธิ์ยืม Dual Band Wi-Fi Router จำนวน 2 เครื่อง มูลค่า 4,000 บาท, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท","รับ Public IPv4 เพิ่มประสิทธิภาพการเล่นเกมได้สปีดเต็มทั้ง 2 ท่อ แม้ใช้ในเวลาเดียวกันปล่อยสัญญาณ WiFi คนละช่อง ทำให้ไม่กวนกันแยก IP Address คนละชุด ทำให้สัญญาณเน็ต วิ่งเส้นทางที่สั้นที่สุด ไปยัง Game Server ยอดนิยมเพื่อประสบการณ์ที่ดีที่สุดในการเล่นเกม อาทิเช่น, เพิ่ม 100 บ./เดือน ได้กล่อง AIS PLAYBOX (PLAY Family ฟรี 12 เดือน)",,890,,0,,0,,300,
AIS,AIS Fibre,eSports Package,790,บาท/เดือน,-,-,,-,200 Mbps,-,-,-,-,-,-,-,-,"ฟรีค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, สิทธิ์ยืม Dual Band Wi-Fi Router จำนวน 2 เครื่อง มูลค่า 4,000 บาท, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท","รับ Public IPv4 เพิ่มประสิทธิภาพการเล่นเกมได้สปีดเต็มทั้ง 2 ท่อ แม้ใช้ในเวลาเดียวกันปล่อยสัญญาณ WiFi คนละช่อง ทำให้ไม่กวนกันแยก IP Address คนละชุด ทำให้สัญญาณเน็ต วิ่งเส้นทางที่สั้นที่สุด ไปยัง Game Server ยอดนิยมเพื่อประสบการณ์ที่ดีที่สุดในการเล่นเกม อาทิเช่น, เพิ่ม 100 บ./เดือน ได้กล่อง AIS PLAYBOX (PLAY Family ฟรี 12 เดือน)",,790,,0,,0,,200,
AIS,AIS Fibre,SuperMESH WiFi Package,999,บาท/เดือน,-,-,,-,1000/500 Mbps,-,-,-,-,-,-,-,-,"ค่าแรกเข้า เพียง 800 บ. (จากปกติ 2,000 บ.) ค่าแรกเข้านี้ จะเป็นส่วนลดค่าบริการรายเดือน เดือนละ 100 บ. นาน 8 รอบบิล, ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, สิทธิ์ยืม SuperMESH WiFi Router 2 ตัว มูลค่า 7,980 บาท",เพิ่ม 100 บ./เดือน ได้กล่อง AIS PLAYBOX (PLAY PREMIUM PLUS ฟรี 24 เดือน),,999,,0,,0,,1000,
AIS,AIS Fibre,SerenadePACKAGE,899,บาท/เดือน,-,-,,-,1000/500 Mbps,-,-,-,-,-,-,-,-,"ฟรี ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, ฟรี สิทธิ์ยืม SuperMESH WiFi Router มูลค่า 3,990 บาท, ฟรี สิทธิ์ยืม AIS PLAYBOX มูลค่า 2,000 บาท, PLAY PREMIUM PLUS ฟรี 12 เดือน, ฟรี ค่าแรกเข้ามูลค่า 2,000 บาท",สำหรับลูกค้าเอไอเอส เซเรเนด,,899,,0,,0,,1000,
AIS,AIS Fibre,POWER4 SpecialPACKAGE,999,บาท/เดือน,-,-,,-,1000/200 Mbps,AIS Super Wifi (ไม่จำกัด),-,-,-,-,-,-,-,"ฟรี ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, ฟรี สิทธิ์ยืม SuperMESH WiFi Router มูลค่า 3,990 บาท, ฟรี สิทธิ์ยืม AIS PLAYBOX มูลค่า 2,000 บาท, PLAY PREMIUM Family ฟรี 12 เดือน, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท, 4G Max speed 10 GB,สิทธิ์ AIS Serenade Emerald",ลูกค้า AIS รายเดือน (ยอดใช้งาน 399 ขึ้นไป) เหลือ 799 บาท/เดือน,,999,,0,,0,,1000,
AIS,AIS Fibre,POWER4 SpecialPACKAGE,899,บาท/เดือน,-,-,,-,500/500 Mbps,AIS Super Wifi (ไม่จำกัด),-,-,-,-,-,-,-,"ฟรี ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, ฟรี สิทธิ์ยืม SuperMESH WiFi Router มูลค่า 3,990 บาท, ฟรี สิทธิ์ยืม AIS PLAYBOX มูลค่า 2,000 บาท, PLAY PREMIUM Family ฟรี 12 เดือน, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท, 4G Max speed 10 GB,สิทธิ์ AIS Serenade Emerald",ลูกค้า AIS รายเดือน (ยอดใช้งาน 399 ขึ้นไป) เหลือ 699 บาท/เดือน,,899,,0,,0,,500,
AIS,AIS Fibre,POWER4 SpecialPACKAGE,799,บาท/เดือน,-,-,,-,200/200 Mbps,AIS Super Wifi (ไม่จำกัด),-,-,-,-,-,-,-,"ฟรี ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, ฟรี สิทธิ์ยืม SuperMESH WiFi Router มูลค่า 3,990 บาท, ฟรี สิทธิ์ยืม AIS PLAYBOX มูลค่า 2,000 บาท, PLAY PREMIUM Family ฟรี 12 เดือน, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท, 4G Max speed 10 GB,สิทธิ์ AIS Serenade Emerald",ลูกค้า AIS รายเดือน (ยอดใช้งาน 399 ขึ้นไป) เหลือ 599 บาท/เดือน,,799,,0,,0,,200,
AIS,AIS Fibre,BROADBAND24PACKAGE,599,บาท/เดือน,-,-,,-,500/500 Mbps,-,-,-,-,-,-,-,-,"ฟรี ค่าติดตั้งและเดินสายภายนอก มูลค่า 4,800 บาท, ส่วนลดค่าแรกเข้า เพียง 800 บาท จากปกติ 2,000 บาท,"," ลูกค้า AIS รายเดือน เหลือ 539 บาท/เดือน, เพิ่ม 100 บ./เดือน ได้กล่อง AIS PLAYBOX (PLAY Family ฟรี 24 เดือน)",,599,,0,,0,,500,
AIS,Disney+,Disney+ Hotstar,99,บาท/เดือน,-,-,,-,-,-,-,-,-,-,-,-,-,ดูเพิ่ม 1 เดือน ไม่มีค่าใช้จ่าย(รับสิทธิ์ในเดือนที่ 2), ลูกค้า AIS รายเดือน เหลือ 49 บาท/เดือน,,99,,0,,0,,0,
AIS,Disney+,Disney+ Hotstar,799,บาท/ปี,-,-,,-,-,-,-,-,-,-,-,-,-,-, ลูกค้า AIS รายเดือน เหลือ 499 บาท/ปี,,799,,0,,0,,0,
AIS,โปรโมชั่นมือถือ,VIVO Y12A,"4,499",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4499,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,XIAOMI Redmi 9A,"2,899",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,2899,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,XIAOMI Redmi 9C,"3,199",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3199,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Realme C21,"4,299",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4299,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,A-ONE,"2,590",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,2590,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,VIVO Y12s,"4,299",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4299,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,OPPO A15s,"4,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Samsung A11,"3,499",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3499,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,OPPO A15,"4,299",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4299,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,OPPO A12,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,OPPO A53,"5,499",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,5499,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,VIVO Y20 2021,"4,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,4999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Huawei Y7a,"5,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,5999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Realme C12,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Realme C11,"3,499",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3499,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,OPPO A31,"5,499",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,5499,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Samsung A01 core (No SL),"2,699",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,2699,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,Realme C3,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,VIVO Y11,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
DTAC,รายเดือน,dtac GO 2199 เน็ตไม่อั้น ไม่ลดสปีด,"2,199",บาท/เดือน,ไม่จำกัด,ไม่จำกัด,,ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),-,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,2199,,9999,,9999,,100,
DTAC,รายเดือน,dtac GO 1999 เน็ตไม่อั้น ไม่ลดสปีด,"1,999",บาท/เดือน,"2,500 นาที ","2,500 นาที ",(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,1999,,2500,,9999,,100,
DTAC,รายเดือน,dtac GO 1499 เน็ตไม่อั้น ไม่ลดสปีด,"1,499",บาท/เดือน,"1,200 นาที ","1,200 นาที ",(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,1499,,1200,,9999,,100,
DTAC,รายเดือน,dtac GO 1099 เน็ตไม่อั้น ไม่ลดสปีด,"1,099",บาท/เดือน,700 นาที ,700 นาที ,(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Gold Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับประเทศในโซนเอเชีย ออสเตรเลีย และอเมริกา 5GB/เดือน",-,5G,1099,,700,,9999,,100,
DTAC,รายเดือน,dtac GO 899,899,บาท/เดือน,400 นาที ,400 นาที ,(ทุกเครือข่าย),30 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในเอเชีย ออสเตรเลีย อเมริกา,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,899,,400,,30,,100,
DTAC,รายเดือน,dtac GO 699,699,บาท/เดือน,300 นาที ,300 นาที ,(ทุกเครือข่าย),20 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,699,,300,,20,,100,
DTAC,รายเดือน,dtac GO 599,599,บาท/เดือน,300 นาที ,300 นาที ,(ทุกเครือข่าย),16 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,599,,300,,16,,100,
DTAC,รายเดือน,dtac GO 499,499,บาท/เดือน,200 นาที ,200 นาที ,(ทุกเครือข่าย),10 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,499,,200,,10,,100,
DTAC,รายเดือน,dtac GO 399,399,บาท/เดือน,150 นาที ,150 นาที ,(ทุกเครือข่าย),5 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,-,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,399,,151,,5,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 899,899,บาท/เดือน,-,-,,ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,899,,0,,9999,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 699,699,บาท/เดือน,-,-,,35 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,699,,0,,35,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 599,599,บาท/เดือน,-,-,,20 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,599,,0,,20,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 399,399,บาท/เดือน,-,-,,10 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,399,,0,,10,,100,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 12 เดือน,"1,600",บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน,เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 12 เดือน, โทรฟรีเบอร์ดีแทค 12 เดือน (ไม่เกิน15นาที/ครั้ง)",-,5G,1600,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 6 เดือน,950,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 6 เดือน",-,5G,950,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 3 เดือน,540,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 3 เดือน",-,5G,540,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 12 เดือน,"1,350",บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน,เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 12 เดือน, โทรฟรีเบอร์ดีแทค 12 เดือน (ไม่เกิน15นาที/ครั้ง)",-,5G,1350,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 6 เดือน,850,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 6 เดือน",-,5G,850,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 3 เดือน,450,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 3 เดือน",-,5G,450,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy Net,49,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,0.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"อินเทอร์เน็ตสำหรับใช้งานเฟซบุค ไลน์ อินสตาแกรม แมสเสนเจอร์ และทวิตเตอร์ ความเร็วสูงสุด 4 Mbps ไม่จำกัด นาน 7 วัน/สิทธิ์ สูงสุด 4 สิทธิ์/เดือน นาน 12 เดือน, อินเทอร์เน็ตสำหรับใช้งานยูทูป ความเร็วเต็มสปีด ฟรีครั้งละ 500 MB นาน 7 วัน/สิทธิ์ สูงสุด 4 สิทธิ์/เดือน นาน 12 เดือน",-,5G,49,,0,,0,,0,
